🕘️更新时间,#genre#
海南卫视,http://gslbmgsplive.miguvideo.com/envivo_x/SD/lvyou/711/index.m3u8?msisdn=202511231000515cebbf81c08942d48944e822b7aa3a76&mdspid=&spid=600633&netType=0&sid=5910022165&pid=2028597139&timestamp=20251123100051&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472502&ParentNodeID=-99&assertID=5910022165&client_ip=106.13.250.90&SecurityKey=20251123100051&promotionId=&mvid=5900004359&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=016442b1b50d0d8cf0872b0f9c9b3797&ddCalcu=7091e762347b4092cb91fb05b02d708d08fc
河南卫视,http://gslbmgsplive.miguvideo.com/wd-henanwssd-600/index.m3u8?msisdn=202511231000517d8484c5fd6544e0ac8e26dc21d4cb55&mdspid=&spid=600633&netType=0&sid=5910021585&pid=2028597139&timestamp=20251123100051&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=790187291&ParentNodeID=-99&assertID=5910021585&client_ip=106.13.250.90&SecurityKey=20251123100051&promotionId=&mvid=5900005706&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=0920eb6f91a75f9bb2b8b4926109ebf0&ddCalcu=00f9eb22e009e00b166f29914ab785bf29bb
湖北卫视,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/hubeiwshd/2000/index.m3u8?msisdn=20251123100051612ff2ba429f4a118272d69dc1f5946d&mdspid=&spid=600633&netType=0&sid=5910022163&pid=2028597139&timestamp=20251123100051&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472496&ParentNodeID=-99&assertID=5910022163&client_ip=106.13.250.90&SecurityKey=20251123100051&promotionId=&mvid=5900004355&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=7c84537f984d16b6a9b5dcadb299a4ff&ddCalcu=f7fce482a479509327bfd9a8c4dd51b69ba6
湖北卫视,https://smt.passwdword.xyz/Smart.php?id=hubei
湖北卫视,https://tzh911.qzz.io/play-smt.php?id=hubei
吉林卫视,http://gslbmgsplive.miguvideo.com/envivo_v/2018/SD/jilin/1000/index.m3u8?msisdn=202511231000512538e12b01fa4335b76f0d186ab6d67e&mdspid=&spid=600633&netType=0&sid=5910022164&pid=2028597139&timestamp=20251123100051&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472500&ParentNodeID=-99&assertID=5910022164&client_ip=106.13.250.90&SecurityKey=20251123100051&promotionId=&mvid=5900004357&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=515cceecfed581575f1e697b7abd0a4c&ddCalcu=c541ea520c7dc0beae7cbf7e9d65e811f557
江西卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/jxwshd/51/20190820/index.m3u8?msisdn=20251123100051f0df4d9e67a54e19974a60f3d3f1fc06&mdspid=&spid=600633&netType=0&sid=5910021492&pid=2028597139&timestamp=20251123100051&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=783847495&ParentNodeID=-99&assertID=5910021492&client_ip=106.13.250.90&SecurityKey=20251123100051&promotionId=&mvid=5900004351&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=5695921c23a7f8bca0b7d3dfeb8da2f2&ddCalcu=25f6e292a53d9082b1ecf2d33ad77fb80bac
辽宁卫视,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/liaoningwshd/2000/index.m3u8?msisdn=2025112310005122c2abcb2dab44eaa9feb2024a4361e3&mdspid=&spid=600572&netType=0&sid=5910022198&pid=2028597139&timestamp=20251123100051&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=630291707&ParentNodeID=-99&assertID=5910022198&client_ip=106.13.250.90&SecurityKey=20251123100051&promotionId=&mvid=5101043014&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=204ee9ffa62b8c487c60da81a858404e&ddCalcu=e240e0424e08e0598faf1a86a2db086cc478
宁夏卫视,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/ningxia/1000/index.m3u8?msisdn=20251123100052d7a3633f55554188af40d7caaac2d796&mdspid=&spid=600697&netType=0&sid=5910022262&pid=2028597139&timestamp=20251123100052&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=738910535&ParentNodeID=-99&assertID=5910022262&client_ip=106.13.250.90&SecurityKey=20251123100052&promotionId=&mvid=5900004337&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=b4d7fd91d96e1c3151bc050141a35f88&ddCalcu=8b84efd25783f0ad19411d09560ec1bc1351
青海卫视,http://gslbmgsplive.miguvideo.com/envivo_w/2018/SD/qinghai/1000/index.m3u8?msisdn=20251123100051795ea90dca9a408bb66a7165dd5d6bca&mdspid=&spid=600633&netType=0&sid=5910022166&pid=2028597139&timestamp=20251123100051&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472506&ParentNodeID=-99&assertID=5910022166&client_ip=106.13.250.90&SecurityKey=20251123100051&promotionId=&mvid=5900004353&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=dbec8b13d5812ff1fc2e90a1021b73e8&ddCalcu=8debe3e27c7b801b21031da50891e22fcff1
深圳卫视,https://smt.passwdword.xyz/Smart.php?id=shenzhen
深圳卫视,https://tzh911.qzz.io/play-smt.php?id=shenzhen
四川卫视,https://smt.passwdword.xyz/Smart.php?id=sichuan_twn
四川卫视,https://tzh911.qzz.io/play-smt.php?id=sichuan_twn
大湾区卫视,http://gslbmgsplive.miguvideo.com/wd_r3/2018/nfmedia/nfws/1000/index.m3u8?msisdn=20251123100051b77f25ebef214449a3dabf573e2c556e&mdspid=&spid=699054&netType=0&sid=2200322852&pid=2028597139&timestamp=20251123100051&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608917627&ParentNodeID=-99&assertID=2200322852&client_ip=106.13.250.90&SecurityKey=20251123100051&promotionId=&mvid=2200322852&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=0d16022ee79bbdd758d06e04700b11fe&ddCalcu=e0fde112168b0002027e4e07e96b0bdd8d57
大湾区卫视,https://smt.passwdword.xyz/Smart.php?id=nanfang_twn
大湾区卫视,https://tzh911.qzz.io/play-smt.php?id=nanfang_twn
兵团卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/btws/51/20250804/index.m3u8?msisdn=202511231000510d9cb5b3d3bc481eb47bb7d8e7da2221&mdspid=&spid=600697&netType=0&sid=5910022192&pid=2028597139&timestamp=20251123100051&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956923145&ParentNodeID=-99&assertID=5910022192&client_ip=106.13.250.90&SecurityKey=20251123100051&promotionId=&mvid=5900006716&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=566dc87b2af8a51406b0030da73ea4f6&ddCalcu=65f6e462ad6ec03877abd20a3f080ab56104

地方,#genre#

asia,#genre#
明珠台,https://smt.passwdword.xyz/Smart.php?id=pearl_twn
明珠台,https://tzh911.qzz.io/play-smt.php?id=pearl_twn
美亚电影,https://smt.passwdword.xyz/Smart.php?id=meiyamovie_twn
美亚电影,https://tzh911.qzz.io/play-smt.php?id=meiyamovie_twn
TVB Asia,https://smt.passwdword.xyz/Smart.php?id=Tvbasia
TVB Asia,https://tzh911.qzz.io/play-smt.php?id=Tvbasia
TVB Classic,https://smt.passwdword.xyz/Smart.php?id=Tvbclassic
TVB Classic,https://tzh911.qzz.io/play-smt.php?id=Tvbclassic
TVB Entertainment,https://smt.passwdword.xyz/Smart.php?id=Tvbentertainment
TVB Entertainment,https://tzh911.qzz.io/play-smt.php?id=Tvbentertainment
TVB Jade,https://smt.passwdword.xyz/Smart.php?id=Tvbjade
TVB Jade,https://tzh911.qzz.io/play-smt.php?id=Tvbjade
TVB 星河台 Xing He,https://smt.passwdword.xyz/Smart.php?id=Xinhe
TVB 星河台 Xing He,https://tzh911.qzz.io/play-smt.php?id=Xinhe
TVBS 欢乐台,https://smt.passwdword.xyz/Smart.php?id=tvbshuanle_twn
TVBS 欢乐台,https://tzh911.qzz.io/play-smt.php?id=tvbshuanle_twn
TVBS 新闻台,https://smt.passwdword.xyz/Smart.php?id=tvbs_n
TVBS 新闻台,https://tzh911.qzz.io/play-smt.php?id=tvbs_n
TVB无线新闻,https://smt.passwdword.xyz/Smart.php?id=inews_twn
TVB无线新闻,https://tzh911.qzz.io/play-smt.php?id=inews_twn
ViuTV,https://smt.passwdword.xyz/Smart.php?id=viu1_twn
ViuTV,https://tzh911.qzz.io/play-smt.php?id=viu1_twn
ViuTV 6,https://smt.passwdword.xyz/Smart.php?id=viusix_twn
ViuTV 6,https://tzh911.qzz.io/play-smt.php?id=viusix_twn
HBO Family,https://smt.passwdword.xyz/Smart.php?id=Hbofamily
HBO Family,https://tzh911.qzz.io/play-smt.php?id=Hbofamily
HBO Hits,https://smt.passwdword.xyz/Smart.php?id=Hbohitshd
HBO Hits,https://tzh911.qzz.io/play-smt.php?id=Hbohitshd
HBO Signature,https://smt.passwdword.xyz/Smart.php?id=Hbosignature
HBO Signature,https://tzh911.qzz.io/play-smt.php?id=Hbosignature
HBO_HD,https://smt.passwdword.xyz/Smart.php?id=hbohd_twn
HBO_HD,https://tzh911.qzz.io/play-smt.php?id=hbohd_twn
HBO_HITS,https://smt.passwdword.xyz/Smart.php?id=hbohit_twn
HBO_HITS,https://tzh911.qzz.io/play-smt.php?id=hbohit_twn
爱尔达体育1台,https://smt.passwdword.xyz/Smart.php?id=eltasport_twn
爱尔达体育1台,https://tzh911.qzz.io/play-smt.php?id=eltasport_twn
爱尔达体育2台,https://smt.passwdword.xyz/Smart.php?id=eltasport2_twn
爱尔达体育2台,https://tzh911.qzz.io/play-smt.php?id=eltasport2_twn
爱尔达体育3台,https://smt.passwdword.xyz/Smart.php?id=eltasport3_twn
爱尔达体育3台,https://tzh911.qzz.io/play-smt.php?id=eltasport3_twn
爱尔达影剧台,https://smt.passwdword.xyz/Smart.php?id=eltayingju_twn
爱尔达影剧台,https://tzh911.qzz.io/play-smt.php?id=eltayingju_twn
爱尔达娱乐,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv070
爱尔达综合台,https://smt.passwdword.xyz/Smart.php?id=eltazonghe_twn
爱尔达综合台,https://tzh911.qzz.io/play-smt.php?id=eltazonghe_twn
爱奇艺 iQiyi,https://smt.passwdword.xyz/Smart.php?id=Qiyi
爱奇艺 iQiyi,https://tzh911.qzz.io/play-smt.php?id=Qiyi
八大第一台,https://smt.passwdword.xyz/Smart.php?id=badafirst
八大第一台,https://tzh911.qzz.io/play-smt.php?id=badafirst
八大戏剧台,https://smt.passwdword.xyz/Smart.php?id=badadrama
八大戏剧台,https://tzh911.qzz.io/play-smt.php?id=badadrama
八大娱乐台,https://smt.passwdword.xyz/Smart.php?id=badaentertain
八大娱乐台,https://tzh911.qzz.io/play-smt.php?id=badaentertain
八大综合台,https://smt.passwdword.xyz/Smart.php?id=badazhonghe
八大综合台,https://tzh911.qzz.io/play-smt.php?id=badazhonghe
博斯高球二台,https://smt.passwdword.xyz/Smart.php?id=bosigolf2_twn
博斯高球二台,https://tzh911.qzz.io/play-smt.php?id=bosigolf2_twn
博斯高球一台,https://smt.passwdword.xyz/Smart.php?id=bosigolf1_twn
博斯高球一台,https://tzh911.qzz.io/play-smt.php?id=bosigolf1_twn
博斯网球台,https://smt.passwdword.xyz/Smart.php?id=bositennis_twn
博斯网球台,https://tzh911.qzz.io/play-smt.php?id=bositennis_twn
博斯无限台,https://smt.passwdword.xyz/Smart.php?id=bosiunlimited_twn
博斯无限台,https://tzh911.qzz.io/play-smt.php?id=bosiunlimited_twn
博斯运动二台,https://smt.passwdword.xyz/Smart.php?id=bosisport2_twn
博斯运动二台,https://tzh911.qzz.io/play-smt.php?id=bosisport2_twn
博斯运动一台,https://smt.passwdword.xyz/Smart.php?id=bosisport1_twn
博斯运动一台,https://tzh911.qzz.io/play-smt.php?id=bosisport1_twn
大愛電視,https://smt.passwdword.xyz/Smart.php?id=daai_twn
大愛電視,https://tzh911.qzz.io/play-smt.php?id=daai_twn
大愛二台,https://smt.passwdword.xyz/Smart.php?id=daai2_twn
大愛二台,https://tzh911.qzz.io/play-smt.php?id=daai2_twn
东森财经新闻,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv153
东森财经新闻,https://smt.passwdword.xyz/Smart.php?id=ettvcaijing_twn
东森财经新闻,https://tzh911.qzz.io/play-smt.php?id=ettvcaijing_twn
东森财经新闻台,https://smt.passwdword.xyz/Smart.php?id=ettvcaijing_twn
东森财经新闻台,https://tzh911.qzz.io/play-smt.php?id=ettvcaijing_twn
东森超视,https://smt.passwdword.xyz/Smart.php?id=ettvsuper
东森超视,https://tzh911.qzz.io/play-smt.php?id=ettvsuper
东森电影,https://smt.passwdword.xyz/Smart.php?id=ettvmovie
东森电影,https://tzh911.qzz.io/play-smt.php?id=ettvmovie
东森电影台,https://smt.passwdword.xyz/Smart.php?id=ettvmovie
东森电影台,https://tzh911.qzz.io/play-smt.php?id=ettvmovie
东森戏剧台,https://smt.passwdword.xyz/Smart.php?id=ettvdrama
东森戏剧台,https://tzh911.qzz.io/play-smt.php?id=ettvdrama
东森新闻,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv152
东森新闻台,https://smt.passwdword.xyz/Smart.php?id=ettvnews
东森新闻台,https://tzh911.qzz.io/play-smt.php?id=ettvnews
东森洋片,https://smt.passwdword.xyz/Smart.php?id=ettvwestern
东森洋片,https://tzh911.qzz.io/play-smt.php?id=ettvwestern
东森洋片台,https://smt.passwdword.xyz/Smart.php?id=ettvwestern
东森洋片台,https://tzh911.qzz.io/play-smt.php?id=ettvwestern
东森幼幼,https://smt.passwdword.xyz/Smart.php?id=yoyo_twn
东森幼幼,https://tzh911.qzz.io/play-smt.php?id=yoyo_twn
东森幼幼台,https://smt.passwdword.xyz/Smart.php?id=yoyo_twn
东森幼幼台,https://tzh911.qzz.io/play-smt.php?id=yoyo_twn
东森综合台,https://smt.passwdword.xyz/Smart.php?id=ettvzhonghe
东森综合台,https://tzh911.qzz.io/play-smt.php?id=ettvzhonghe
非凡新闻,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv010
非凡新闻,https://smt.passwdword.xyz/Smart.php?id=feifannews_twn
非凡新闻,https://tzh911.qzz.io/play-smt.php?id=feifannews_twn
翡翠台,https://smt.passwdword.xyz/Smart.php?id=jade_twn
翡翠台,https://smt.passwdword.xyz/Smart.php?id=Jade_xue
翡翠台,https://tzh911.qzz.io/play-smt.php?id=jade_twn
翡翠台,https://tzh911.qzz.io/play-smt.php?id=Jade_xue
凤凰香港,https://smt.passwdword.xyz/Smart.php?id=hkphoenix_twn
凤凰香港,https://tzh911.qzz.io/play-smt.php?id=hkphoenix_twn
凤凰中文,https://smt.passwdword.xyz/Smart.php?id=phoenixtv_hd
凤凰中文,https://tzh911.qzz.io/play-smt.php?id=phoenixtv_hd
凤凰资讯,https://smt.passwdword.xyz/Smart.php?id=phoenixinfo_hd
凤凰资讯,https://tzh911.qzz.io/play-smt.php?id=phoenixinfo_hd
公视台语台,https://smt.passwdword.xyz/Smart.php?id=ctv2_twn
公视台语台,https://tzh911.qzz.io/play-smt.php?id=ctv2_twn
公视戏剧,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv042
古典音乐台,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv059
好萊塢電影台,https://smt.passwdword.xyz/Smart.php?id=hollywoodmovies_twn
好萊塢電影台,https://tzh911.qzz.io/play-smt.php?id=hollywoodmovies_twn
好消息,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-ftv16
好消息,https://tzh911.qzz.io/litv.php?id=litv-ftv16
好消息 2,https://smt.passwdword.xyz/Smart.php?id=good2_twn
好消息 2,https://tzh911.qzz.io/play-smt.php?id=good2_twn
好消息2台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-ftv17
好消息2台,https://tzh911.qzz.io/litv.php?id=litv-ftv17
华视,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv041
华视新闻,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv052
華藝綜合,https://smt.passwdword.xyz/Smart.php?id=weishichinese_twn
華藝綜合,https://tzh911.qzz.io/play-smt.php?id=weishichinese_twn
寰宇财经台,https://smt.passwdword.xyz/Smart.php?id=huanyutaiwan_twn
寰宇财经台,https://tzh911.qzz.io/play-smt.php?id=huanyutaiwan_twn
寰宇新闻台,https://tzh911.qzz.io/litv.php?id=litv-longturn14
寰宇新闻台,https://smt.passwdword.xyz/Smart.php?id=huanyuxinwen_twn
寰宇新闻台,https://tzh911.qzz.io/play-smt.php?id=huanyuxinwen_twn
中视,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv040
中视经典,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv080
中视经典,https://smt.passwdword.xyz/Smart.php?id=zhongshi_twn
中视经典,https://tzh911.qzz.io/play-smt.php?id=zhongshi_twn
中视菁采,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv064
中视新闻,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv074
中视新闻,https://smt.passwdword.xyz/Smart.php?id=zhongshinews_twn
中视新闻,https://tzh911.qzz.io/play-smt.php?id=zhongshinews_twn
中天新闻,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv009
中天新闻,https://smt.passwdword.xyz/Smart.php?id=ctinews
中天新闻,https://tzh911.qzz.io/play-smt.php?id=ctinews
中天亚洲,https://smt.passwdword.xyz/Smart.php?id=ctiasia_twn
中天亚洲,https://tzh911.qzz.io/play-smt.php?id=ctiasia_twn
中天娱乐,https://smt.passwdword.xyz/Smart.php?id=ctient
中天娱乐,https://tzh911.qzz.io/play-smt.php?id=ctient
中天综合,https://smt.passwdword.xyz/Smart.php?id=ctizhonghe
中天综合,https://tzh911.qzz.io/play-smt.php?id=ctizhonghe
台视,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv066
台视新闻,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv051
台视新闻,https://smt.passwdword.xyz/Smart.php?id=ttvnews_twn
台视新闻,https://tzh911.qzz.io/play-smt.php?id=ttvnews_twn
台视综合,https://smt.passwdword.xyz/Smart.php?id=ttvzhonghe
台视综合,https://tzh911.qzz.io/play-smt.php?id=ttvzhonghe
天映经典,https://smt.passwdword.xyz/Smart.php?id=Celestial2
天映经典,https://tzh911.qzz.io/play-smt.php?id=Celestial2
天映频道,https://smt.passwdword.xyz/Smart.php?id=Celestial
天映频道,https://smt.passwdword.xyz/Smart.php?id=Celestialindo
天映频道,https://tzh911.qzz.io/play-smt.php?id=Celestial
天映频道,https://tzh911.qzz.io/play-smt.php?id=Celestialindo
纬来电影,https://smt.passwdword.xyz/Smart.php?id=videolandmovie
纬来电影,https://tzh911.qzz.io/play-smt.php?id=videolandmovie
纬来精彩,https://smt.passwdword.xyz/Smart.php?id=videolandspecial_twn
纬来精彩,https://tzh911.qzz.io/play-smt.php?id=videolandspecial_twn
纬来日本,https://smt.passwdword.xyz/Smart.php?id=videolandjapan
纬来日本,https://tzh911.qzz.io/play-smt.php?id=videolandjapan
纬来体育,https://smt.passwdword.xyz/Smart.php?id=videolandsport
纬来体育,https://tzh911.qzz.io/play-smt.php?id=videolandsport
纬来育乐,https://smt.passwdword.xyz/Smart.php?id=videolandyule
纬来育乐,https://tzh911.qzz.io/play-smt.php?id=videolandyule
纬来综合,https://smt.passwdword.xyz/Smart.php?id=videolandzonghe
纬来综合,https://tzh911.qzz.io/play-smt.php?id=videolandzonghe
三立都会台,https://smt.passwdword.xyz/Smart.php?id=sanlidouhui
三立都会台,https://tzh911.qzz.io/play-smt.php?id=sanlidouhui
三立台湾台,https://smt.passwdword.xyz/Smart.php?id=sanlitaiwan
三立台湾台,https://tzh911.qzz.io/play-smt.php?id=sanlitaiwan
三立戏剧台,https://smt.passwdword.xyz/Smart.php?id=sanlixiju_twn
三立戏剧台,https://tzh911.qzz.io/play-smt.php?id=sanlixiju_twn
民视,https://tzh911.qzz.io/litv.php?id=4gtv-4gtv002
